r1,r2,r3,r4,r5,r6,r7,shape
8.42,14.499999999999998,16.950000000000003,17.59,15.86,6.41,20.27,Pear
7.969999999999999,13.76,16.5,17.37,16.27,7.39,20.73,Triangle
8.17,14.399999999999999,16.85,17.77,14.48,8.25,20.080000000000002,Oval
8.37,14.57,17.09,18.12,15.5,6.41,19.93,Oval
8.38,15.07,17.48,18.32,15.229999999999999,5.94,19.59,Round
8.24,14.21,16.48,17.61,15.110000000000001,7.8100000000000005,20.54,Oblong
8.51,14.63,16.81,17.69,14.85,7.670000000000001,19.85,Round
7.7700000000000005,13.51,16.49,17.98,16.66,6.45,21.14,Triangle
7.969999999999999,14.12,16.84,18.15,16.12,6.17,20.64,Triangle
7.86,14.14,17.169999999999998,18.15,15.709999999999999,6.619999999999999,20.349999999999998,Round
8.0,13.66,16.439999999999998,17.44,16.470000000000002,6.94,21.060000000000002,Triangle
8.12,14.29,16.7,17.740000000000002,16.13,6.5,20.51,Triangle
7.86,13.87,16.49,17.25,15.939999999999998,8.14,20.44,Oval
8.0,14.11,16.99,17.9,15.9,6.63,20.47,Triangle
8.36,14.719999999999999,16.84,17.62,14.17,8.62,19.68,Square
8.7,14.66,16.72,17.630000000000003,15.110000000000001,7.1499999999999995,20.03,Oblong
8.51,14.81,17.19,17.86,16.45,5.34,19.85,Square
8.1,14.099999999999998,16.520000000000003,17.36,15.61,7.66,20.630000000000003,Round
8.16,14.37,16.830000000000002,17.549999999999997,16.09,6.77,20.23,Oval
8.68,14.899999999999999,17.01,17.740000000000002,15.09,6.9,19.68,Square
8.41,14.979999999999999,17.47,18.19,15.57,5.8500000000000005,19.54,Oval
8.44,14.74,16.99,17.419999999999998,15.5,6.83,20.1,Oval
8.36,14.280000000000001,16.59,17.49,15.770000000000001,7.1499999999999995,20.36,Square
8.260000000000002,14.35,16.830000000000002,17.97,16.28,6.05,20.27,Triangle
8.06,13.68,16.23,16.84,15.39,8.81,20.990000000000002,Oblong
7.9799999999999995,13.88,16.29,17.16,16.14,7.61,20.94,Diamond
8.1,13.87,16.59,17.48,15.55,7.720000000000001,20.69,Diamond
8.27,14.06,16.43,17.78,15.540000000000001,7.59,20.330000000000002,Oval
8.1,14.330000000000002,17.18,17.86,16.02,6.21,20.29,Diamond
7.969999999999999,13.58,16.07,16.950000000000003,15.840000000000002,8.459999999999999,21.13,Oblong
7.86,13.61,16.13,17.34,15.43,8.72,20.9,Triangle
8.33,14.27,16.669999999999998,17.810000000000002,16.03,6.64,20.25,Triangle
7.82,13.58,16.08,17.380000000000003,14.46,9.27,21.41,Square
8.12,13.98,16.76,18.09,15.770000000000001,6.79,20.47,Diamond
8.17,14.45,17.14,18.04,15.32,6.64,20.25,Oval
8.04,13.91,16.41,17.380000000000003,15.45,8.25,20.560000000000002,Oblong
8.3,14.099999999999998,16.689999999999998,17.59,16.73,5.8999999999999995,20.68,Square
8.27,14.21,16.63,17.44,16.009999999999998,6.98,20.48,Oval
8.44,15.049999999999999,17.54,18.310000000000002,15.32,5.8500000000000005,19.5,Square
7.93,13.700000000000001,16.48,17.51,16.06,7.59,20.74,Diamond
7.9799999999999995,13.919999999999998,16.79,17.740000000000002,16.12,7.000000000000001,20.46,Oblong
8.14,13.98,16.580000000000002,17.52,16.220000000000002,7.06,20.5,Oblong
8.58,14.74,17.169999999999998,18.08,16.03,5.65,19.75,Round
8.43,14.59,16.97,17.95,15.540000000000001,6.510000000000001,20.01,Square
8.09,14.21,16.950000000000003,17.59,16.72,5.83,20.61,Square
8.43,14.610000000000001,17.09,17.87,15.340000000000002,7.000000000000001,19.66,Square
8.24,14.29,16.66,17.66,15.379999999999999,7.59,20.18,Square
8.1,14.280000000000001,16.939999999999998,18.0,15.8,6.92,19.96,Round
8.28,14.49,16.75,17.599999999999998,15.110000000000001,7.95,19.82,Oval
7.99,13.98,16.2,16.939999999999998,15.879999999999999,8.01,21.01,Triangle
7.9,13.99,16.580000000000002,17.48,15.52,8.28,20.24,Triangle
8.64,14.760000000000002,17.21,18.0,15.82,5.92,19.66,Square
8.649999999999999,15.049999999999999,17.19,18.26,14.85,6.569999999999999,19.42,Square
7.7299999999999995,13.55,16.37,17.61,15.06,8.870000000000001,20.8,Triangle
8.23,14.46,16.93,17.87,15.809999999999999,6.4399999999999995,20.26,Square
8.129999999999999,14.13,16.439999999999998,17.46,14.96,8.450000000000001,20.419999999999998,Round
8.41,14.149999999999999,16.400000000000002,17.23,15.6,7.8100000000000005,20.4,Triangle
8.41,14.149999999999999,16.400000000000002,17.23,15.6,7.8100000000000005,20.4,Square
8.03,13.819999999999999,16.6,17.380000000000003,16.6,6.81,20.76,Oval
8.51,14.34,16.520000000000003,17.01,14.97,8.24,20.41,Square
7.969999999999999,14.2,16.75,17.669999999999998,14.860000000000001,8.21,20.330000000000002,Round
7.86,13.59,16.35,17.299999999999997,16.0,7.8100000000000005,21.09,Square
8.06,14.24,17.14,17.72,16.21,6.12,20.51,Pear
8.15,14.32,16.75,17.52,14.82,8.32,20.1,Oval
7.630000000000001,13.33,16.28,17.59,15.629999999999999,8.43,21.11,Triangle
8.08,14.02,16.57,17.65,15.8,7.5600000000000005,20.32,Oval
9.02,15.079999999999998,16.919999999999998,17.740000000000002,15.920000000000002,5.83,19.48,Square
7.960000000000001,14.34,17.1,18.16,15.4,7.12,19.93,Square
7.84,14.06,16.939999999999998,17.52,14.799999999999999,8.36,20.47,Round
8.68,14.6,16.71,17.36,16.24,6.2700000000000005,20.13,Square
8.63,14.59,16.64,17.36,16.99,5.53,20.26,Pear
8.3,14.610000000000001,17.11,17.91,15.14,7.380000000000001,19.54,Oblong
8.91,15.32,17.52,18.42,15.160000000000002,5.48,19.18,Round
8.260000000000002,14.510000000000002,17.02,17.83,15.5,7.02,19.86,Oval
8.469999999999999,14.649999999999999,16.939999999999998,17.8,15.920000000000002,6.34,19.88,Round
8.219999999999999,14.31,16.84,17.45,16.38,6.29,20.5,Oblong
7.920000000000001,14.16,16.86,17.79,15.809999999999999,7.290000000000001,20.18,Oval
8.3,14.360000000000001,16.939999999999998,17.95,15.290000000000001,6.98,20.18,Triangle
8.200000000000001,14.7,17.29,18.69,15.24,6.41,19.470000000000002,Triangle
8.76,14.760000000000002,16.830000000000002,17.7,14.360000000000001,7.95,19.64,Oval
8.15,14.46,16.91,17.7,15.98,6.800000000000001,19.99,Diamond
7.99,13.71,16.220000000000002,17.169999999999998,15.64,8.3,20.96,Oval
8.61,15.02,17.32,18.029999999999998,15.049999999999999,6.3100000000000005,19.650000000000002,Round
7.969999999999999,13.81,16.439999999999998,17.349999999999998,15.879999999999999,7.9399999999999995,20.62,Oval
7.82,13.4,16.05,17.06,16.03,8.07,21.57,Square
8.21,14.46,16.98,18.279999999999998,15.129999999999999,7.28,19.67,Round
8.14,14.149999999999999,16.78,17.130000000000003,16.23,6.9,20.68,Square
8.18,14.510000000000002,16.939999999999998,18.11,15.690000000000001,5.86,20.71,Square
8.24,13.950000000000001,16.39,17.04,16.12,7.28,20.979999999999997,Oval
7.84,13.780000000000001,16.33,17.39,14.860000000000001,8.870000000000001,20.93,Square
8.34,14.16,16.78,17.560000000000002,16.439999999999998,5.89,20.830000000000002,Oval
8.12,13.930000000000001,16.56,17.330000000000002,15.52,7.84,20.69,Oblong
7.6499999999999995,13.569999999999999,16.53,17.150000000000002,15.93,8.219999999999999,20.96,Diamond
8.18,13.930000000000001,16.56,17.24,15.97,7.53,20.580000000000002,Oblong
8.3,14.719999999999999,16.89,17.46,15.989999999999998,6.39,20.25,Square
8.39,14.16,16.45,17.21,15.540000000000001,7.75,20.52,Square
8.21,14.41,16.96,17.599999999999998,15.709999999999999,6.9,20.23,Pear
8.4,14.580000000000002,16.919999999999998,17.45,15.64,6.99,20.01,Round
8.17,14.16,16.7,17.87,16.41,6.03,20.66,Triangle
7.9399999999999995,13.56,16.2,17.34,15.86,8.03,21.07,Diamond
8.19,14.46,17.2,18.32,14.979999999999999,7.16,19.689999999999998,Triangle
8.16,14.74,17.39,18.47,15.049999999999999,6.88,19.31,Round
8.23,14.17,16.619999999999997,17.8,15.879999999999999,7.17,20.13,Triangle
8.76,14.860000000000001,16.96,17.72,15.709999999999999,6.3100000000000005,19.689999999999998,Square
8.35,14.59,17.01,18.33,15.5,6.38,19.830000000000002,Round
7.95,13.81,16.45,17.23,16.27,7.26,21.04,Diamond
8.23,14.63,16.919999999999998,17.72,15.479999999999999,7.06,19.96,Round
